,Unnamed: 0,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
634,635,CERTIFIED-WITHDRAWN,"REFUGEES INTERNATIONAL, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF COMMUNICATIONS AND ACTING MANAGER OF PROGRAM,Y,77584.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
635,636,CERTIFIED-WITHDRAWN,"PROMONTORY GROWTH AND INNOVATIONS, LLC",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,174970.0,2016.0,"CONCORD, MASSACHUSETTS",-71.34894840000001,42.4603719
636,637,CERTIFIED-WITHDRAWN,YAHOO! INC.,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, BUSINESS STRATEGY AND TRANSFORMATION",Y,187720.0,2016.0,"SUNNYVALE, CALIFORNIA",-122.03634960000001,37.368829999999996
637,638,CERTIFIED-WITHDRAWN,"AEES, INC.",GENERAL AND OPERATIONS MANAGERS,"CUSTOMER EXECUTIVE - INDUSTRIAL, RAIL AND TRAILER MARKETS",Y,118248.0,2016.0,"FARMINGTON HILLS, MICHIGAN",-83.3677168,42.4989936
638,639,CERTIFIED-WITHDRAWN,"MOTIVE ENERGY, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,165880.0,2016.0,"ANAHEIM, CALIFORNIA",-117.91450359999999,33.8352932
639,640,CERTIFIED-WITHDRAWN,TRAIL BLAZERS INC.,GENERAL AND OPERATIONS MANAGERS,"SENIOR VICE PRESIDENT, BUSINESS OPERATIONS",Y,136469.0,2016.0,"PORTLAND, OREGON",-122.67648159999999,45.523062200000005
640,641,CERTIFIED,"GIAVA COFFEE COMPANY, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,74402.0,2016.0,"WHITE PLAINS, NEW YORK",-73.76290970000001,41.0339862
641,642,CERTIFIED-WITHDRAWN,"L'AUBERGE NEWCO, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER OF RESTAURANTS,Y,96512.0,2016.0,"SEDONA, ARIZONA",,
642,643,CERTIFIED,FLUKE CORPORATION,GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, AUTOMATION DIVISION",Y,131810.0,2016.0,"EVERETT, WASHINGTON",-122.2020794,47.9789848
643,644,CERTIFIED,SOHO HOUSE  - CIPURA MIAMI LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,135533.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
644,645,CERTIFIED-WITHDRAWN,"XEROX STATE & LOCAL SOLUTIONS, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,117437.0,2016.0,"STATEN ISLAND, NEW YORK",-74.1502007,40.579531700000004
645,646,CERTIFIED,"MAGELLAN AEROSPACE NEW YORK, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF COMMERCIAL PROGRAMS,Y,74402.0,2016.0,"CORONA, NEW YORK",-73.8642613,40.7449859
646,647,CERTIFIED,"LOCCIONI USA, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,111571.0,2016.0,"COLLEGE PARK, MARYLAND",-76.93776,38.9896967
647,648,CERTIFIED,THE HERTZ CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIRECTOR FLEET STRATEGY,Y,142293.0,2016.0,"ESTERO, FLORIDA",,
648,649,CERTIFIED-WITHDRAWN,"THEMESOFT, INC.",GENERAL AND OPERATIONS MANAGERS,ASST. MANAGING DIRECTOR,Y,113339.0,2016.0,"SAN JOSE, CALIFORNIA",-121.88632859999998,37.338208200000004
649,650,CERTIFIED,"T-MOBILE USA, INC.",GENERAL AND OPERATIONS MANAGERS,PARTNER DELIVERY MANAGER,Y,87526.0,2016.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
650,651,WITHDRAWN,"SAMSUNG ELECTRONICS AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,103626.0,2016.0,"SIMPSONVILLE, SOUTH CAROLINA",-82.2542834,34.737063899999995
651,652,CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PRODUCT MARKETING MANAGER,Y,117437.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
652,653,CERTIFIED,VIACOM INTERNATIONAL INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,74402.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
653,654,CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER,Y,117437.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
654,655,CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,SENIOR PRODUCT MANAGER,Y,160451.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
655,656,CERTIFIED,21ST CENTURY FOX AMERICA INC.,GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER - MEDIA & ARTS,Y,117437.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
656,657,CERTIFIED,BUPA WORLDWIDE CORPORATION,GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER II,N,69514.0,2016.0,"PALMETTO BAY, FLORIDA",,
657,658,CERTIFIED,SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101192.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
658,659,CERTIFIED,AOL INC.,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, GSD OPERATIONS",Y,203486.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
659,660,CERTIFIED,AGILIS ASSOCIATES LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,57428.8,2016.0,"OSPREY, FLORIDA",,
660,661,CERTIFIED,"ECYCLEIT, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,137800.0,2016.0,"CARROLLTON, TEXAS",-96.88996359999999,32.975641499999995
661,662,CERTIFIED,"THE GAP, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR PRODUCT MANAGER - MARKETING, PAYMENTS & LOYALTY",Y,150467.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
662,663,CERTIFIED,UINTA BREWING COMPANY,GENERAL AND OPERATIONS MANAGERS,"OPERATIONS MANAGER, BREWING",N,69867.0,2016.0,"SALT LAKE CITY, UTAH",-111.89104740000002,40.760779299999996
663,664,CERTIFIED,"THOUGHTWORKS, INC.",GENERAL AND OPERATIONS MANAGERS,RESOURCE MANAGEMENT MANAGER,Y,110490.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
664,665,CERTIFIED,HB INTERNATIONAL INC,GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,74401.6,2016.0,"MOONACHIE, NEW JERSEY",-74.0451405,40.8412111
665,666,CERTIFIED,THE PROCARD GROUP LIMITED LIABILITY COMPANY,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF BANK CARD SALES,Y,83616.0,2016.0,"NASHVILLE, TENNESSEE",-86.78160159999999,36.1626638
666,667,CERTIFIED,NATIONAL INSTITUTE FOR NEWMAN STUDIES,GENERAL AND OPERATIONS MANAGERS,RESEARCH COORDINATOR,N,52374.4,2016.0,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.440624799999995
667,668,CERTIFIED,AMAZON.COM.INDC LLC,GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,83408.0,2016.0,"WHITESTOWN, INDIANA",,
668,669,CERTIFIED,"SAMSUNG ELECTRONICS AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,103626.0,2016.0,"SIMPSONVILLE, SOUTH CAROLINA",-82.2542834,34.737063899999995
669,670,CERTIFIED,BETH ISRAEL MEDICAL CENTER,GENERAL AND OPERATIONS MANAGERS,MANAGER OPERATIONS & BUSINESS DEVELOPMENT,Y,74402.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
670,671,CERTIFIED,BLACK SPEAR GROUP INC.,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE VICE PRESIDENT,Y,121014.0,2016.0,"MARIETTA, GEORGIA",-84.5499327,33.952602
671,672,CERTIFIED,SYSCO CORPORATION,GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, PROFITABILITY MANAGEMENT",Y,101192.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
672,673,CERTIFIED,CRANE CO.,GENERAL AND OPERATIONS MANAGERS,"MANAGER, CRANE BUSINESS SYSTEMS",Y,80579.0,2016.0,"CINCINNATI, OHIO",-84.5120196,39.103118200000004
673,674,CERTIFIED,"MODERN INSTITUTE OF SURGERY, INC.",GENERAL AND OPERATIONS MANAGERS,PATIENT STRATEGIES & OPERATIONS ANALYST,N,57034.0,2016.0,"BEVERLY HILLS, CALIFORNIA",-118.40035630000001,34.073620399999996
674,675,CERTIFIED,NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,77626.0,2016.0,"ALEXANDRIA, VIRGINIA",-77.0469214,38.804835499999996
675,676,CERTIFIED,NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,77626.0,2016.0,"ALEXANDRIA, VIRGINIA",-77.0469214,38.804835499999996
676,677,CERTIFIED,AGILIS ASSOCIATES LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,57428.8,2016.0,"OSPREY, FLORIDA",,
677,678,CERTIFIED,"BEST MADE TOYS, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,163010.0,2016.0,"RANCHO PALOS VERDES, CALIFORNIA",-118.3870173,33.7444613
678,679,CERTIFIED,"TROON GOLF, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,133099.0,2016.0,"HOLLYWOOD, FLORIDA",-80.1494901,26.0112014
679,680,CERTIFIED,T.F. HUDGINS,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,138403.0,2016.0,"TOMBALL, TEXAS",-95.61605490000001,30.097162100000006
680,681,CERTIFIED,TOTAL PRODUCE USA HOLDINGS INC,GENERAL AND OPERATIONS MANAGERS,CORPORATE DEVELOPMENT MANAGER- LEGAL ADVISOR,N,59696.0,2016.0,"NEWPORT BEACH, CALIFORNIA",-117.9289469,33.6189101
681,682,CERTIFIED,NYGALA INC,GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,117437.0,2016.0,"TETERBORO, NEW JERSEY",-74.05930749999999,40.8598219
682,683,CERTIFIED,FIESTA MEXICANA INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,36483.0,2016.0,"MYRTLE BEACH, SOUTH CAROLINA",-78.8866943,33.689060299999994
683,684,CERTIFIED,SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101192.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
684,685,CERTIFIED,BIKES AND LIFE LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS & PRODUCT DEVELOPMENT,Y,121014.0,2016.0,"JOHNS CREEK, GEORGIA",-84.19857900000001,34.0289259
685,686,CERTIFIED,MICROSOFT CORPORATION,GENERAL AND OPERATIONS MANAGERS,"ASSISTANT GENERAL COUNSEL, CHIEF OF STAFF",Y,162989.0,2016.0,"REDMOND, WASHINGTON",-122.12151200000001,47.6739881
686,687,CERTIFIED,"QUESTEL ORBIT, INC DBA DIGIPAT, INC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,77626.0,2016.0,"ALEXANDRIA, VIRGINIA",-77.0469214,38.804835499999996
687,688,CERTIFIED,NEOFECT USA INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,150467.0,2016.0,"BURLINGAME, CALIFORNIA",-122.34808999999998,37.5778696
688,689,CERTIFIED,"TRUSTED TRANSLATIONS, INC.",GENERAL AND OPERATIONS MANAGERS,COUNTRY MANAGER,N,69513.6,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
689,690,CERTIFIED,GEMOLOGICAL INSTITUTE OF AMERICA (GIA),GENERAL AND OPERATIONS MANAGERS,"ASSOCIATE MANAGER, OPERATIONS SERVICES",N,58261.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
690,691,CERTIFIED,HACH,GENERAL AND OPERATIONS MANAGERS,KEY ACCOUNT MANAGER,Y,72280.0,2016.0,"LOVELAND, COLORADO",-105.0749801,40.397761200000005
691,692,CERTIFIED,"ASCEND LEARNING, LLC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, CORPORATE DEVELOPMENT & STRATEGY",Y,182291.0,2016.0,"BURLINGTON, MASSACHUSETTS",-71.19562049999999,42.5047161
692,693,CERTIFIED,"YUSUF, INC.",GENERAL AND OPERATIONS MANAGERS,REGIONAL MANAGER,N,61568.0,2016.0,"KISSIMMEE, FLORIDA",-81.40757099999999,28.291955699999995
693,694,CERTIFIED,TRISTAR TERMINALS GUAM INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,70034.0,2016.0,"HAGATNA, NA",144.75022280000002,13.476282399999999
694,695,CERTIFIED,"WARGAMING AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCTION PROJECT MANAGER,N,67475.0,2016.0,"EMERYVILLE, CALIFORNIA",-122.2852473,37.831315999999994
695,696,CERTIFIED,MAYO CLINIC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR - PRACTICE OPERATIONS,N,66082.0,2016.0,"LA CROSSE, WISCONSIN",-91.2395807,43.8013556
696,697,CERTIFIED,LITCHFIELD ON THE GREEN INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,42619.0,2016.0,"LITCHFIELD, CONNECTICUT",,
697,698,CERTIFIED,"CLUB QUARTERS MANAGEMENT CO., LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF GUEST ROOM OPERATIONS,Y,116064.0,2016.0,"STAMFORD, CONNECTICUT",-73.53873409999999,41.0534302
698,699,CERTIFIED,INFOSYS BPO LTD,GENERAL AND OPERATIONS MANAGERS,DOMAIN DELIVERY MANAGER - US,N,47091.0,2016.0,"PEORIA, ILLINOIS",-89.58898640000001,40.6936488
699,700,CERTIFIED,APPLE INC.,GENERAL AND OPERATIONS MANAGERS,PROF SERVICES CONSULT 3 (OPERATIONS PROCESS MANAGER),Y,113339.0,2016.0,"CUPERTINO, CALIFORNIA",-122.03218229999999,37.322997799999996
